"Accession.New","MouseGeneName","Description","Sample1","Sample2","Sample3","Sample4","Sample5","Accession.Number.ori","Accession.Number"
"Q3UPN1_MOUSE","Vcam1","Vascular cell adhesion protein 1 OS=Mus musculus OX=10090 GN=Vcam1 PE=1 SV=1",2,0,0,0,0,"Q3UPN1_MOUSE (+1)","Q3UPN1_MOUSE"
"PUF60_MOUSE","Puf60","Isoform 2 of Poly(U)-binding-splicing factor PUF60 OS=Mus musculus OX=10090 GN=Puf60",0,2,0,0,2,"sp|Q3UEB3-2|PUF60_MOUSE (+2)","PUF60_MOUSE"
"ANXA6_MOUSE","Anxa6","Annexin A6 OS=Mus musculus OX=10090 GN=Anxa6 PE=1 SV=3",2,0,0,0,0,"ANXA6_MOUSE (+1)","ANXA6_MOUSE"
"FIBA_MOUSE","Fga","Isoform 2 of Fibrinogen alpha chain OS=Mus musculus OX=10090 GN=Fga",0,0,2,0,2,"sp|E9PV24-2|FIBA_MOUSE (+1)","FIBA_MOUSE"
"LOXL3_MOUSE","Loxl3","Lysyl oxidase homolog 3 OS=Mus musculus OX=10090 GN=Loxl3 PE=1 SV=2",2,0,0,2,0,"LOXL3_MOUSE","LOXL3_MOUSE"
"Q9ET52_MOUSE","Cts6","Cathepsin-6 OS=Mus musculus OX=10090 GN=Cts6 PE=1 SV=1",0,0,0,3,2,"Q9ET52_MOUSE","Q9ET52_MOUSE"
"E9QAI5_MOUSE","Cad","CAD protein OS=Mus musculus OX=10090 GN=Cad PE=1 SV=1",0,0,0,2,2,"E9QAI5_MOUSE (+1)","E9QAI5_MOUSE"
"PPBT_MOUSE","Alpl","Alkaline phosphatase, tissue-nonspecific isozyme OS=Mus musculus OX=10090 GN=Alpl PE=1 SV=2",2,0,0,0,0,"PPBT_MOUSE","PPBT_MOUSE"
"MA2B2_MOUSE","Man2b2","Epididymis-specific alpha-mannosidase OS=Mus musculus OX=10090 GN=Man2b2 PE=1 SV=2",2,0,0,0,3,"MA2B2_MOUSE","MA2B2_MOUSE"
"D5MCW4_MOUSE","Cuta","Protein CutA OS=Mus musculus OX=10090 GN=Cuta PE=1 SV=1",0,2,0,0,0,"D5MCW4_MOUSE (+1)","D5MCW4_MOUSE"
"DEOC_MOUSE","Dera","Deoxyribose-phosphate aldolase OS=Mus musculus OX=10090 GN=Dera PE=1 SV=1",0,0,0,4,0,"DEOC_MOUSE","DEOC_MOUSE"
"ICAM1_MOUSE","Icam1","Isoform 2 of Intercellular adhesion molecule 1 OS=Mus musculus OX=10090 GN=Icam1",3,0,0,2,0,"sp|P13597-2|ICAM1_MOUSE (+1)","ICAM1_MOUSE"
"F2Z456_MOUSE","Cyb5r3","NADH-cytochrome b5 reductase OS=Mus musculus OX=10090 GN=Cyb5r3 PE=1 SV=1",0,3,0,0,0,"F2Z456_MOUSE (+2)","F2Z456_MOUSE"
"RLA1_MOUSE","Rplp1","60S acidic ribosomal protein P1 OS=Mus musculus OX=10090 GN=Rplp1 PE=1 SV=1",0,2,0,0,0,"RLA1_MOUSE","RLA1_MOUSE"
"PLCD1_MOUSE","Plcd1","1-phosphatidylinositol 4,5-bisphosphate phosphodiesterase delta-1 OS=Mus musculus OX=10090 GN=Plcd1 PE=1 SV=2",2,0,0,3,0,"PLCD1_MOUSE","PLCD1_MOUSE"
"A0A0R4J086_MOUSE","Olfml3","Olfactomedin-like protein 3 OS=Mus musculus OX=10090 GN=Olfml3 PE=1 SV=1",0,0,0,4,2,"A0A0R4J086_MOUSE","A0A0R4J086_MOUSE"
"PRS4_MOUSE","Psmc1","26S proteasome regulatory subunit 4 OS=Mus musculus OX=10090 GN=Psmc1 PE=1 SV=1",3,0,0,0,0,"PRS4_MOUSE","PRS4_MOUSE"
"CAD11_MOUSE","Cdh11","Cadherin-11 OS=Mus musculus OX=10090 GN=Cdh11 PE=1 SV=1",0,0,0,2,0,"CAD11_MOUSE","CAD11_MOUSE"
"MK_MOUSE","Mdk","Midkine OS=Mus musculus OX=10090 GN=Mdk PE=2 SV=2",2,0,0,2,0,"MK_MOUSE","MK_MOUSE"
"CSN8_MOUSE","Cops8","COP9 signalosome complex subunit 8 OS=Mus musculus OX=10090 GN=Cops8 PE=1 SV=1",0,0,0,2,0,"CSN8_MOUSE","CSN8_MOUSE"
"A0A0R4J0K1_MOUSE","Selenof","Selenoprotein F OS=Mus musculus OX=10090 GN=Selenof PE=1 SV=1",2,0,0,0,0,"A0A0R4J0K1_MOUSE (+1)","A0A0R4J0K1_MOUSE"
"PRIO_MOUSE","Prnp","Major prion protein OS=Mus musculus OX=10090 GN=Prnp PE=1 SV=2",0,2,0,0,0,"PRIO_MOUSE","PRIO_MOUSE"
"ENOPH_MOUSE","Enoph1","Isoform 2 of Enolase-phosphatase E1 OS=Mus musculus OX=10090 GN=Enoph1",0,0,2,0,2,"sp|Q8BGB7-2|ENOPH_MOUSE (+1)","ENOPH_MOUSE"
"CHSP1_MOUSE","Carhsp1","Calcium-regulated heat stable protein 1 OS=Mus musculus OX=10090 GN=Carhsp1 PE=1 SV=1",2,0,0,0,0,"CHSP1_MOUSE","CHSP1_MOUSE"
"A0A1L1SQA8_MOUSE","Rps25","40S ribosomal protein S25 OS=Mus musculus OX=10090 GN=Rps25 PE=1 SV=1",0,0,0,2,2,"A0A1L1SQA8_MOUSE","A0A1L1SQA8_MOUSE"
"RL38_MOUSE","Rpl38","60S ribosomal protein L38 OS=Mus musculus OX=10090 GN=Rpl38 PE=1 SV=3",3,0,0,0,2,"RL38_MOUSE","RL38_MOUSE"
"A0A1W2P6P1_MOUSE","Sgta","Small glutamine-rich tetratricopeptide repeat-containing protein alpha (Fragment) OS=Mus musculus OX=10090 GN=Sgta PE=1 SV=1",0,0,0,2,0,"A0A1W2P6P1_MOUSE (+2)","A0A1W2P6P1_MOUSE"
"A0A0A6YWP6_MOUSE","Atp6v1h","V-type proton ATPase subunit H OS=Mus musculus OX=10090 GN=Atp6v1h PE=1 SV=1",0,2,0,0,2,"A0A0A6YWP6_MOUSE (+2)","A0A0A6YWP6_MOUSE"
"A0A087WPF8_MOUSE","Abhd14b","Protein ABHD14B (Fragment) OS=Mus musculus OX=10090 GN=Abhd14b PE=1 SV=1",0,0,0,0,2,"A0A087WPF8_MOUSE","A0A087WPF8_MOUSE"
"DDAH1_MOUSE","Ddah1","N(G),N(G)-dimethylarginine dimethylaminohydrolase 1 OS=Mus musculus OX=10090 GN=Ddah1 PE=1 SV=3",2,0,0,0,2,"DDAH1_MOUSE","DDAH1_MOUSE"
"KLK8_MOUSE","Klk8","Kallikrein-8 OS=Mus musculus OX=10090 GN=Klk8 PE=1 SV=1",2,0,0,0,0,"KLK8_MOUSE","KLK8_MOUSE"
"C1QT6_MOUSE","C1qtnf6","Complement C1q tumor necrosis factor-related protein 6 OS=Mus musculus OX=10090 GN=C1qtnf6 PE=2 SV=1",2,0,0,0,2,"C1QT6_MOUSE","C1QT6_MOUSE"
"RU2A_MOUSE","Snrpa1","U2 small nuclear ribonucleoprotein A' OS=Mus musculus OX=10090 GN=Snrpa1 PE=1 SV=2",0,0,0,0,2,"RU2A_MOUSE","RU2A_MOUSE"
"NDUV2_MOUSE","Ndufv2","Isoform 2 of NADH dehydrogenase [ubiquinone] flavoprotein 2, mitochondrial OS=Mus musculus OX=10090 GN=Ndufv2",2,0,0,2,2,"sp|Q9D6J6-2|NDUV2_MOUSE (+1)","NDUV2_MOUSE"
"AIMP2_MOUSE","Aimp2","Aminoacyl tRNA synthase complex-interacting multifunctional protein 2 OS=Mus musculus OX=10090 GN=Aimp2 PE=1 SV=2",0,0,0,0,2,"AIMP2_MOUSE","AIMP2_MOUSE"
"NIF3L_MOUSE","Nif3l1","NIF3-like protein 1 OS=Mus musculus OX=10090 GN=Nif3l1 PE=1 SV=4",0,2,0,0,0,"NIF3L_MOUSE","NIF3L_MOUSE"
"AHSP_MOUSE","Ahsp","Alpha-hemoglobin-stabilizing protein OS=Mus musculus OX=10090 GN=Ahsp PE=1 SV=1",0,3,0,0,0,"AHSP_MOUSE","AHSP_MOUSE"
"A2AH85_MOUSE","Eftud2","116 kDa U5 small nuclear ribonucleoprotein component OS=Mus musculus OX=10090 GN=Eftud2 PE=1 SV=1",0,3,0,2,0,"A2AH85_MOUSE (+2)","A2AH85_MOUSE"
"Q8HWB2_MOUSE","H2-Q4","Histocompatibility 2, Q region locus 4 OS=Mus musculus OX=10090 GN=H2-Q4 PE=1 SV=1",2,0,0,2,2,"Q8HWB2_MOUSE","Q8HWB2_MOUSE"
"FIBG_MOUSE","Fgg","Fibrinogen gamma chain OS=Mus musculus OX=10090 GN=Fgg PE=1 SV=1",2,0,0,2,2,"FIBG_MOUSE (+1)","FIBG_MOUSE"
"COPZ1_MOUSE","Copz1","Coatomer subunit zeta-1 OS=Mus musculus OX=10090 GN=Copz1 PE=1 SV=1",2,0,0,3,2,"COPZ1_MOUSE","COPZ1_MOUSE"
"Q05CX5_MOUSE","Luc7l2","Luc7l2 protein OS=Mus musculus OX=10090 GN=Luc7l2 PE=1 SV=1",2,2,0,0,0,"Q05CX5_MOUSE (+2)","Q05CX5_MOUSE"
"IFM3_MOUSE","Ifitm3","Interferon-induced transmembrane protein 3 OS=Mus musculus OX=10090 GN=Ifitm3 PE=1 SV=1",0,0,0,3,2,"IFM3_MOUSE","IFM3_MOUSE"
"Q7TQG5_MOUSE","Neo1","Neogenin OS=Mus musculus OX=10090 GN=Neo1 PE=1 SV=1",0,0,0,2,0,"Q7TQG5_MOUSE","Q7TQG5_MOUSE"
"CADH3_MOUSE","Cdh3","Cadherin-3 OS=Mus musculus OX=10090 GN=Cdh3 PE=1 SV=2",2,0,0,2,0,"CADH3_MOUSE","CADH3_MOUSE"
"FHL2_MOUSE","Fhl2","Four and a half LIM domains protein 2 OS=Mus musculus OX=10090 GN=Fhl2 PE=1 SV=1",2,0,0,2,0,"FHL2_MOUSE","FHL2_MOUSE"
"A2BGI8_MOUSE","Ppih","Peptidyl-prolyl cis-trans isomerase (Fragment) OS=Mus musculus OX=10090 GN=Ppih PE=1 SV=1",2,0,0,3,0,"A2BGI8_MOUSE (+1)","A2BGI8_MOUSE"
"PGFRA_MOUSE","Pdgfra","Platelet-derived growth factor receptor alpha OS=Mus musculus OX=10090 GN=Pdgfra PE=1 SV=3",2,0,0,2,0,"sp|P26618|PGFRA_MOUSE","PGFRA_MOUSE"
"PDCD6_MOUSE","Pdcd6","Isoform 2 of Programmed cell death protein 6 OS=Mus musculus OX=10090 GN=Pdcd6",0,0,0,2,2,"sp|P12815-2|PDCD6_MOUSE (+1)","PDCD6_MOUSE"
"S4R1E5_MOUSE","Gpx4","Glutathione peroxidase OS=Mus musculus OX=10090 GN=Gpx4 PE=1 SV=1",0,2,0,2,0,"S4R1E5_MOUSE (+3)","S4R1E5_MOUSE"
"DNJA2_MOUSE","Dnaja2","DnaJ homolog subfamily A member 2 OS=Mus musculus OX=10090 GN=Dnaja2 PE=1 SV=1",2,0,0,0,0,"DNJA2_MOUSE","DNJA2_MOUSE"
"Q9D8C9_MOUSE","Pnp2","Purine nucleoside phosphorylase OS=Mus musculus OX=10090 GN=Pnp2 PE=1 SV=1",3,0,2,0,0,"Q9D8C9_MOUSE","Q9D8C9_MOUSE"
"Q6ZWZ7_MOUSE","Rpl17","60S ribosomal protein L17 OS=Mus musculus OX=10090 GN=Rpl17 PE=1 SV=1",0,0,0,0,2,"Q6ZWZ7_MOUSE (+1)","Q6ZWZ7_MOUSE"
"A0A0A0MQM7_MOUSE","Matn2","Matrilin-2 OS=Mus musculus OX=10090 GN=Matn2 PE=1 SV=1",0,0,0,2,0,"A0A0A0MQM7_MOUSE","A0A0A0MQM7_MOUSE"
"NPS3B_MOUSE","Nipsnap3b","Protein NipSnap homolog 3B OS=Mus musculus OX=10090 GN=Nipsnap3b PE=1 SV=1",3,0,0,0,0,"NPS3B_MOUSE","NPS3B_MOUSE"
"M0QWS4_MOUSE","Ufc1","Ubiquitin-fold modifier conjugating enzyme 1, isoform CRA_c OS=Mus musculus OX=10090 GN=Ufc1 PE=1 SV=1",0,0,0,2,3,"M0QWS4_MOUSE (+1)","M0QWS4_MOUSE"
"SNX6_MOUSE","Snx6","Sorting nexin-6 OS=Mus musculus OX=10090 GN=Snx6 PE=1 SV=2",0,0,0,0,2,"SNX6_MOUSE","SNX6_MOUSE"
"CHRD1_MOUSE","Chordc1","Cysteine and histidine-rich domain-containing protein 1 OS=Mus musculus OX=10090 GN=Chordc1 PE=1 SV=1",3,0,0,2,0,"CHRD1_MOUSE","CHRD1_MOUSE"
"EIF3M_MOUSE","Eif3m","Eukaryotic translation initiation factor 3 subunit M OS=Mus musculus OX=10090 GN=Eif3m PE=1 SV=1",0,3,0,0,0,"EIF3M_MOUSE","EIF3M_MOUSE"
"C1QBP_MOUSE","C1qbp","Complement component 1 Q subcomponent-binding protein, mitochondrial OS=Mus musculus OX=10090 GN=C1qbp PE=1 SV=1",0,0,0,0,2,"C1QBP_MOUSE (+1)","C1QBP_MOUSE"
"CCD80_MOUSE","Ccdc80","Coiled-coil domain-containing protein 80 OS=Mus musculus OX=10090 GN=Ccdc80 PE=1 SV=2",0,0,0,3,0,"CCD80_MOUSE","CCD80_MOUSE"
"A2AVR9_MOUSE","Dynlrb1","Dynein light chain roadblock OS=Mus musculus OX=10090 GN=Dynlrb1 PE=1 SV=1",0,2,0,0,0,"A2AVR9_MOUSE (+1)","A2AVR9_MOUSE"
"PAG15_MOUSE","Pla2g15","Group XV phospholipase A2 OS=Mus musculus OX=10090 GN=Pla2g15 PE=1 SV=1",2,0,0,0,0,"PAG15_MOUSE","PAG15_MOUSE"
"NH2L1_MOUSE","Snu13","NHP2-like protein 1 OS=Mus musculus OX=10090 GN=Snu13 PE=1 SV=4",0,0,2,0,0,"NH2L1_MOUSE","NH2L1_MOUSE"
"MT2_MOUSE","Mt2","Metallothionein-2 OS=Mus musculus OX=10090 GN=Mt2 PE=1 SV=2",2,0,0,2,0,"MT2_MOUSE","MT2_MOUSE"
"TBB2A_MOUSE","Tubb2a","Tubulin beta-2A chain OS=Mus musculus OX=10090 GN=Tubb2a PE=1 SV=1",2,0,0,2,0,"TBB2A_MOUSE","TBB2A_MOUSE"
"F6RCM5_MOUSE","Necap2","Adaptin ear-binding coat-associated protein 2 (Fragment) OS=Mus musculus OX=10090 GN=Necap2 PE=1 SV=1",2,0,0,2,0,"F6RCM5_MOUSE (+1)","F6RCM5_MOUSE"
"T106B_MOUSE","Tmem106b","Transmembrane protein 106B OS=Mus musculus OX=10090 GN=Tmem106b PE=1 SV=1",0,0,0,2,0,"T106B_MOUSE","T106B_MOUSE"
"ES8L2_MOUSE","Eps8l2","Epidermal growth factor receptor kinase substrate 8-like protein 2 OS=Mus musculus OX=10090 GN=Eps8l2 PE=1 SV=1",2,0,0,0,2,"sp|Q99K30|ES8L2_MOUSE","ES8L2_MOUSE"
"AQP1_MOUSE","Aqp1","Aquaporin-1 OS=Mus musculus OX=10090 GN=Aqp1 PE=1 SV=3",0,0,2,0,0,"AQP1_MOUSE","AQP1_MOUSE"
"A0A0J9YVG0_MOUSE","Ppm1g","Protein phosphatase 1G OS=Mus musculus OX=10090 GN=Ppm1g PE=1 SV=1",0,0,0,0,2,"A0A0J9YVG0_MOUSE (+1)","A0A0J9YVG0_MOUSE"
"D3Z5Y0_MOUSE","Esam","Endothelial cell-selective adhesion molecule (Fragment) OS=Mus musculus OX=10090 GN=Esam PE=1 SV=1",2,0,0,2,0,"D3Z5Y0_MOUSE (+1)","D3Z5Y0_MOUSE"
"X3CL1_MOUSE","Cx3cl1","Fractalkine OS=Mus musculus OX=10090 GN=Cx3cl1 PE=1 SV=3",0,0,0,2,0,"X3CL1_MOUSE","X3CL1_MOUSE"
"A0A140T8T4_MOUSE","Rpl9-ps6","Ribosomal protein L9, pseudogene 6 OS=Mus musculus OX=10090 GN=Rpl9-ps6 PE=4 SV=1",2,0,0,0,0,"A0A140T8T4_MOUSE (+1)","A0A140T8T4_MOUSE"
"E9Q9M1_MOUSE","Nt5c2","Cytosolic purine 5'-nucleotidase OS=Mus musculus OX=10090 GN=Nt5c2 PE=1 SV=1",0,0,0,2,0,"E9Q9M1_MOUSE (+1)","E9Q9M1_MOUSE"
"Q3TGS9_MOUSE","Arfgap1","ADP-ribosylation factor GTPase-activating protein 1 OS=Mus musculus OX=10090 GN=Arfgap1 PE=1 SV=1",0,0,0,2,0,"Q3TGS9_MOUSE (+4)","Q3TGS9_MOUSE"
"PLD3_MOUSE","Pld3","Phospholipase D3 OS=Mus musculus OX=10090 GN=Pld3 PE=1 SV=1",3,0,0,2,0,"PLD3_MOUSE","PLD3_MOUSE"
"IMA4_MOUSE","Kpna3","Importin subunit alpha-4 OS=Mus musculus OX=10090 GN=Kpna3 PE=1 SV=1",0,0,0,2,0,"IMA4_MOUSE","IMA4_MOUSE"
"TTC38_MOUSE","Ttc38","Isoform 2 of Tetratricopeptide repeat protein 38 OS=Mus musculus OX=10090 GN=Ttc38",2,0,0,2,0,"sp|A3KMP2-2|TTC38_MOUSE","TTC38_MOUSE"
"A0A0R4J195_MOUSE","Rprd1b","Regulation of nuclear pre-mRNA domain-containing protein 1B OS=Mus musculus OX=10090 GN=Rprd1b PE=1 SV=1",0,2,0,2,0,"A0A0R4J195_MOUSE (+2)","A0A0R4J195_MOUSE"
"A0A286YEB7_MOUSE","Rps24","40S ribosomal protein S24 OS=Mus musculus OX=10090 GN=Rps24 PE=1 SV=1",0,2,0,0,0,"A0A286YEB7_MOUSE","A0A286YEB7_MOUSE"
"SPS1_MOUSE","Sephs1","Selenide, water dikinase 1 OS=Mus musculus OX=10090 GN=Sephs1 PE=1 SV=1",3,0,0,0,2,"SPS1_MOUSE","SPS1_MOUSE"
"VATD_MOUSE","Atp6v1d","V-type proton ATPase subunit D OS=Mus musculus OX=10090 GN=Atp6v1d PE=1 SV=1",3,0,0,0,0,"VATD_MOUSE","VATD_MOUSE"
"A2A4I8_MOUSE","Aoc3","Amine oxidase (Fragment) OS=Mus musculus OX=10090 GN=Aoc3 PE=1 SV=1",0,2,0,0,0,"A2A4I8_MOUSE (+4)","A2A4I8_MOUSE"
"IN35_MOUSE","Ifi35","Interferon-induced 35 kDa protein homolog OS=Mus musculus OX=10090 GN=Ifi35 PE=1 SV=3",0,0,0,2,2,"IN35_MOUSE","IN35_MOUSE"
"A0A140T8L3_MOUSE","Rpl7a-ps5","Ribosomal protein L7A, pseudogene 5 OS=Mus musculus OX=10090 GN=Rpl7a-ps5 PE=4 SV=1",0,0,0,2,0,"A0A140T8L3_MOUSE","A0A140T8L3_MOUSE"
"Q8BH40_MOUSE","Stx7","Syntaxin-7 OS=Mus musculus OX=10090 GN=Stx7 PE=1 SV=1",0,0,0,0,3,"Q8BH40_MOUSE","Q8BH40_MOUSE"
"RRAS2_MOUSE","Rras2","Ras-related protein R-Ras2 OS=Mus musculus OX=10090 GN=Rras2 PE=1 SV=1",2,0,0,0,0,"RRAS2_MOUSE","RRAS2_MOUSE"
"ARHL2_MOUSE","Adprhl2","Poly(ADP-ribose) glycohydrolase ARH3 OS=Mus musculus OX=10090 GN=Adprhl2 PE=1 SV=1",2,0,0,0,0,"sp|Q8CG72|ARHL2_MOUSE","ARHL2_MOUSE"
"VTNC_MOUSE","Vtn","Vitronectin OS=Mus musculus OX=10090 GN=Vtn PE=1 SV=2",2,0,0,0,0,"VTNC_MOUSE","VTNC_MOUSE"
"EIF3D_MOUSE","Eif3d","Eukaryotic translation initiation factor 3 subunit D OS=Mus musculus OX=10090 GN=Eif3d PE=1 SV=2",0,0,0,0,2,"EIF3D_MOUSE","EIF3D_MOUSE"
"LACB2_MOUSE","Lactb2","Endoribonuclease LACTB2 OS=Mus musculus OX=10090 GN=Lactb2 PE=1 SV=1",0,0,0,2,0,"LACB2_MOUSE","LACB2_MOUSE"
"KAP0_MOUSE","Prkar1a","cAMP-dependent protein kinase type I-alpha regulatory subunit OS=Mus musculus OX=10090 GN=Prkar1a PE=1 SV=3",2,0,0,0,0,"KAP0_MOUSE","KAP0_MOUSE"
"A2AD03_MOUSE","Chm","Rab proteins geranylgeranyltransferase component A 1 OS=Mus musculus OX=10090 GN=Chm PE=1 SV=1",0,0,0,2,2,"A2AD03_MOUSE","A2AD03_MOUSE"
"AS3MT_MOUSE","As3mt","Arsenite methyltransferase OS=Mus musculus OX=10090 GN=As3mt PE=1 SV=2",0,0,0,2,0,"AS3MT_MOUSE","AS3MT_MOUSE"
"CAVN2_MOUSE","Cavin2","Caveolae-associated protein 2 OS=Mus musculus OX=10090 GN=Cavin2 PE=1 SV=3",2,0,0,0,0,"CAVN2_MOUSE","CAVN2_MOUSE"
"GDF2_MOUSE","Gdf2","Growth/differentiation factor 2 OS=Mus musculus OX=10090 GN=Gdf2 PE=1 SV=2",2,0,0,0,0,"GDF2_MOUSE","GDF2_MOUSE"
"ALDOB_MOUSE","Aldob","Fructose-bisphosphate aldolase B OS=Mus musculus OX=10090 GN=Aldob PE=1 SV=3",0,0,0,0,3,"ALDOB_MOUSE","ALDOB_MOUSE"
"A2AEB3_MOUSE","Morf4l2","Mortality factor 4-like protein 2 (Fragment) OS=Mus musculus OX=10090 GN=Morf4l2 PE=1 SV=1",2,0,0,0,0,"A2AEB3_MOUSE (+2)","A2AEB3_MOUSE"
"FA5_MOUSE","F5","Coagulation factor V OS=Mus musculus OX=10090 GN=F5 PE=1 SV=1",0,0,0,2,0,"FA5_MOUSE","FA5_MOUSE"
"CLIP2_MOUSE","Clip2","Isoform 2 of CAP-Gly domain-containing linker protein 2 OS=Mus musculus OX=10090 GN=Clip2",2,0,0,0,0,"sp|Q9Z0H8-2|CLIP2_MOUSE (+1)","CLIP2_MOUSE"
"FAM3C_MOUSE","Fam3c","Protein FAM3C OS=Mus musculus OX=10090 GN=Fam3c PE=1 SV=1",2,0,0,0,0,"FAM3C_MOUSE (+2)","FAM3C_MOUSE"
"E9PZ88_MOUSE","Man2c1","Alpha-mannosidase 2C1 OS=Mus musculus OX=10090 GN=Man2c1 PE=1 SV=1",2,0,0,0,0,"E9PZ88_MOUSE (+2)","E9PZ88_MOUSE"
"SPR1A_MOUSE","Sprr1a","Cornifin-A OS=Mus musculus OX=10090 GN=Sprr1a PE=1 SV=1",0,0,0,2,0,"SPR1A_MOUSE","SPR1A_MOUSE"
"A0A0R4J026_MOUSE","Fst","Follistatin OS=Mus musculus OX=10090 GN=Fst PE=1 SV=1",2,0,0,2,0,"A0A0R4J026_MOUSE (+2)","A0A0R4J026_MOUSE"
"H3BLR8_MOUSE","Nudt3","Diphosphoinositol polyphosphate phosphohydrolase 1 OS=Mus musculus OX=10090 GN=Nudt3 PE=1 SV=1",2,0,0,2,0,"H3BLR8_MOUSE (+2)","H3BLR8_MOUSE"
"RIDA_MOUSE","Rida","2-iminobutanoate/2-iminopropanoate deaminase OS=Mus musculus OX=10090 GN=Rida PE=1 SV=3",2,0,0,0,2,"RIDA_MOUSE","RIDA_MOUSE"
"FUCO_MOUSE","Fuca1","Tissue alpha-L-fucosidase OS=Mus musculus OX=10090 GN=Fuca1 PE=1 SV=1",0,0,0,2,0,"FUCO_MOUSE","FUCO_MOUSE"
"PRS35_MOUSE","Prss35","Inactive serine protease 35 OS=Mus musculus OX=10090 GN=Prss35 PE=2 SV=1",0,0,0,2,0,"PRS35_MOUSE","PRS35_MOUSE"
"MTNB_MOUSE","Apip","Methylthioribulose-1-phosphate dehydratase OS=Mus musculus OX=10090 GN=Apip PE=1 SV=1",0,0,0,0,2,"MTNB_MOUSE","MTNB_MOUSE"
"A0A0R4J050_MOUSE","Acy1","Aminoacylase-1 OS=Mus musculus OX=10090 GN=Acy1 PE=1 SV=1",0,0,2,0,0,"A0A0R4J050_MOUSE (+2)","A0A0R4J050_MOUSE"
"PCNP_MOUSE","Pcnp","PEST proteolytic signal-containing nuclear protein OS=Mus musculus OX=10090 GN=Pcnp PE=1 SV=1",0,2,0,0,0,"PCNP_MOUSE (+1)","PCNP_MOUSE"
"DIAC_MOUSE","Ctbs","Isoform 2 of Di-N-acetylchitobiase OS=Mus musculus OX=10090 GN=Ctbs",0,0,0,3,0,"sp|Q8R242-2|DIAC_MOUSE (+1)","DIAC_MOUSE"
"A4GAT_MOUSE","A4galt","Lactosylceramide 4-alpha-galactosyltransferase OS=Mus musculus OX=10090 GN=A4galt PE=2 SV=1",2,0,0,0,0,"A4GAT_MOUSE","A4GAT_MOUSE"
"ORN_MOUSE","Rexo2","Oligoribonuclease, mitochondrial OS=Mus musculus OX=10090 GN=Rexo2 PE=1 SV=2",0,0,0,3,0,"ORN_MOUSE","ORN_MOUSE"
"OX2G_MOUSE","Cd200","OX-2 membrane glycoprotein OS=Mus musculus OX=10090 GN=Cd200 PE=1 SV=1",2,0,0,0,0,"sp|O54901|OX2G_MOUSE-DECOY (+1)","OX2G_MOUSE"
"GOLM1_MOUSE","Golm1","Golgi membrane protein 1 OS=Mus musculus OX=10090 GN=Golm1 PE=1 SV=2",0,0,0,0,2,"GOLM1_MOUSE","GOLM1_MOUSE"
"PHS_MOUSE","Pcbd1","Pterin-4-alpha-carbinolamine dehydratase OS=Mus musculus OX=10090 GN=Pcbd1 PE=1 SV=2",0,0,0,0,2,"PHS_MOUSE","PHS_MOUSE"
"Q80UR4_MOUSE","Prss34","Mast cell protease-11 OS=Mus musculus OX=10090 GN=Prss34 PE=1 SV=1",0,0,2,0,0,"Q80UR4_MOUSE","Q80UR4_MOUSE"
"GRAE_MOUSE","Gzme","Granzyme E OS=Mus musculus OX=10090 GN=Gzme PE=1 SV=1",0,0,0,2,3,"GRAE_MOUSE","GRAE_MOUSE"
"SPP24_MOUSE","Spp2","Secreted phosphoprotein 24 OS=Mus musculus OX=10090 GN=Spp2 PE=1 SV=2",0,0,0,2,2,"SPP24_MOUSE","SPP24_MOUSE"
"PHOCN_MOUSE","Mob4","MOB-like protein phocein OS=Mus musculus OX=10090 GN=Mob4 PE=1 SV=1",0,0,0,2,0,"PHOCN_MOUSE","PHOCN_MOUSE"
"MTP_MOUSE","Mttp","Isoform 2 of Microsomal triglyceride transfer protein large subunit OS=Mus musculus OX=10090 GN=Mttp",0,0,0,0,2,"sp|O08601-2|MTP_MOUSE (+1)","MTP_MOUSE"
"SUMF2_MOUSE","Sumf2","Sulfatase-modifying factor 2 OS=Mus musculus OX=10090 GN=Sumf2 PE=1 SV=2",2,0,0,0,0,"SUMF2_MOUSE","SUMF2_MOUSE"
"F7AA26_MOUSE","Pakap","Paralemmin A kinase anchor protein (Fragment) OS=Mus musculus OX=10090 GN=Pakap PE=1 SV=1",0,2,0,0,0,"F7AA26_MOUSE","F7AA26_MOUSE"
"TOLIP_MOUSE","Tollip","Toll-interacting protein OS=Mus musculus OX=10090 GN=Tollip PE=1 SV=1",0,2,0,0,0,"TOLIP_MOUSE","TOLIP_MOUSE"
"CAB45_MOUSE","Sdf4","45 kDa calcium-binding protein OS=Mus musculus OX=10090 GN=Sdf4 PE=1 SV=1",2,0,0,0,0,"CAB45_MOUSE","CAB45_MOUSE"
"SYUA_MOUSE","Snca","Isoform 2 of Alpha-synuclein OS=Mus musculus OX=10090 GN=Snca",0,4,0,0,0,"sp|O55042-2|SYUA_MOUSE (+1)","SYUA_MOUSE"
"A0A0R4J069_MOUSE","Scly","Selenocysteine lyase OS=Mus musculus OX=10090 GN=Scly PE=1 SV=1",0,0,0,0,2,"A0A0R4J069_MOUSE (+3)","A0A0R4J069_MOUSE"
"EXT2_MOUSE","Ext2","Exostosin-2 OS=Mus musculus OX=10090 GN=Ext2 PE=1 SV=2",0,0,0,2,0,"EXT2_MOUSE","EXT2_MOUSE"
