"MouseGeneName","Accession.New.x","Description.x","Sample1.x","Sample2.x","Sample3.x","Sample4.x","Sample5.x","Accession.Number.ori.x","Accession.Number.x","ProteinID.x","Accession.New.y","Description.y","Sample1.y","Sample2.y","Sample3.y","Sample4.y","Sample5.y","Accession.Number.ori.y","Accession.Number.y","ProteinID.y","HumanGeneName"
"Sri","SORCN_MOUSE","Isoform 2 of Sorcin OS=Mus musculus OX=10090 GN=Sri",8,7,6,7,9,"sp|Q6P069-2|SORCN_MOUSE (+1)","SORCN_MOUSE","Q6P069","SORCN_MOUSE","Isoform 2 of Sorcin OS=Mus musculus OX=10090 GN=Sri",8,7,6,7,9,"sp|Q6P069-2|SORCN_MOUSE (+1)","SORCN_MOUSE","Q6P069","SRI"
"Srm","SPEE_MOUSE","Spermidine synthase OS=Mus musculus OX=10090 GN=Srm PE=1 SV=1",5,0,5,7,5,"SPEE_MOUSE","SPEE_MOUSE","Q64674","SPEE_MOUSE","Spermidine synthase OS=Mus musculus OX=10090 GN=Srm PE=1 SV=1",5,0,5,7,5,"SPEE_MOUSE","SPEE_MOUSE","Q64674","SRM"
"Srsf1","H7BX95_MOUSE","Serine/arginine-rich-splicing factor 1 OS=Mus musculus OX=10090 GN=Srsf1 PE=1 SV=1",2,0,2,3,4,"H7BX95_MOUSE (+1)","H7BX95_MOUSE","H7BX95","H7BX95_MOUSE","Serine/arginine-rich-splicing factor 1 OS=Mus musculus OX=10090 GN=Srsf1 PE=1 SV=1",2,0,2,3,4,"H7BX95_MOUSE (+1)","H7BX95_MOUSE","H7BX95","SRSF1"
"Srsf7","SRSF7_MOUSE","Isoform 2 of Serine/arginine-rich splicing factor 7 OS=Mus musculus OX=10090 GN=Srsf7",2,3,2,2,3,"sp|Q8BL97-2|SRSF7_MOUSE (+3)","SRSF7_MOUSE","Q8BL97","SRSF7_MOUSE","Isoform 2 of Serine/arginine-rich splicing factor 7 OS=Mus musculus OX=10090 GN=Srsf7",2,3,2,2,3,"sp|Q8BL97-2|SRSF7_MOUSE (+3)","SRSF7_MOUSE","Q8BL97","SRSF7"
"Ssbp1","Q8R2K3_MOUSE","Single-stranded DNA binding protein 1 OS=Mus musculus OX=10090 GN=Ssbp1 PE=1 SV=1",2,2,2,0,2,"Q8R2K3_MOUSE","Q8R2K3_MOUSE","Q8R2K3","Q8R2K3_MOUSE","Single-stranded DNA binding protein 1 OS=Mus musculus OX=10090 GN=Ssbp1 PE=1 SV=1",2,2,2,0,2,"Q8R2K3_MOUSE","Q8R2K3_MOUSE","Q8R2K3","SSBP1"
"St13","F10A1_MOUSE","Hsc70-interacting protein OS=Mus musculus OX=10090 GN=St13 PE=1 SV=1",3,4,0,4,4,"F10A1_MOUSE (+1)","F10A1_MOUSE","Q99L47","F10A1_MOUSE","Hsc70-interacting protein OS=Mus musculus OX=10090 GN=St13 PE=1 SV=1",3,4,0,4,4,"F10A1_MOUSE (+1)","F10A1_MOUSE","Q99L47","ST13"
"Stfa1","CYT1_MOUSE","Stefin-1 OS=Mus musculus OX=10090 GN=Stfa1 PE=3 SV=1",0,2,2,3,3,"CYT1_MOUSE","CYT1_MOUSE","P35175","CYT1_MOUSE","Stefin-1 OS=Mus musculus OX=10090 GN=Stfa1 PE=3 SV=1",0,2,2,3,3,"CYT1_MOUSE","CYT1_MOUSE","P35175","CSTA"
"Stip1","STIP1_MOUSE","Stress-induced-phosphoprotein 1 OS=Mus musculus OX=10090 GN=Stip1 PE=1 SV=1",12,14,7,15,13,"STIP1_MOUSE","STIP1_MOUSE","Q60864","STIP1_MOUSE","Stress-induced-phosphoprotein 1 OS=Mus musculus OX=10090 GN=Stip1 PE=1 SV=1",12,14,7,15,13,"STIP1_MOUSE","STIP1_MOUSE","Q60864","STIP1"
"Strap","STRAP_MOUSE","Serine-threonine kinase receptor-associated protein OS=Mus musculus OX=10090 GN=Strap PE=1 SV=2",3,2,0,2,3,"STRAP_MOUSE","STRAP_MOUSE","Q9Z1Z2","STRAP_MOUSE","Serine-threonine kinase receptor-associated protein OS=Mus musculus OX=10090 GN=Strap PE=1 SV=2",3,2,0,2,3,"STRAP_MOUSE","STRAP_MOUSE","Q9Z1Z2","STRAP"
"Stx12","STX12_MOUSE","Syntaxin-12 OS=Mus musculus OX=10090 GN=Stx12 PE=1 SV=1",3,3,0,3,3,"STX12_MOUSE","STX12_MOUSE","Q9ER00","STX12_MOUSE","Syntaxin-12 OS=Mus musculus OX=10090 GN=Stx12 PE=1 SV=1",3,3,0,3,3,"STX12_MOUSE","STX12_MOUSE","Q9ER00","STX12"
"Sub1","TCP4_MOUSE","Activated RNA polymerase II transcriptional coactivator p15 OS=Mus musculus OX=10090 GN=Sub1 PE=1 SV=3",2,2,0,2,4,"TCP4_MOUSE","TCP4_MOUSE","P11031","TCP4_MOUSE","Activated RNA polymerase II transcriptional coactivator p15 OS=Mus musculus OX=10090 GN=Sub1 PE=1 SV=3",2,2,0,2,4,"TCP4_MOUSE","TCP4_MOUSE","P11031","SUB1"
"Sumo2","D3Z794_MOUSE","Small ubiquitin-related modifier 2 OS=Mus musculus OX=10090 GN=Sumo2 PE=1 SV=1",2,2,2,2,2,"D3Z794_MOUSE (+2)","D3Z794_MOUSE","D3Z794","D3Z794_MOUSE","Small ubiquitin-related modifier 2 OS=Mus musculus OX=10090 GN=Sumo2 PE=1 SV=1",2,2,2,2,2,"D3Z794_MOUSE (+2)","D3Z794_MOUSE","D3Z794","SUMO2"
"Syncrip","G3V018_MOUSE","Heterogeneous nuclear ribonucleoprotein Q OS=Mus musculus OX=10090 GN=Syncrip PE=1 SV=1",7,4,2,2,4,"G3V018_MOUSE (+1)","G3V018_MOUSE","G3V018","G3V018_MOUSE","Heterogeneous nuclear ribonucleoprotein Q OS=Mus musculus OX=10090 GN=Syncrip PE=1 SV=1",7,4,2,2,4,"G3V018_MOUSE (+1)","G3V018_MOUSE","G3V018","SYNCRIP"
"Tagln","TAGL_MOUSE","Transgelin OS=Mus musculus OX=10090 GN=Tagln PE=1 SV=3",9,5,9,9,9,"TAGL_MOUSE","TAGL_MOUSE","P37804","TAGL_MOUSE","Transgelin OS=Mus musculus OX=10090 GN=Tagln PE=1 SV=3",9,5,9,9,9,"TAGL_MOUSE","TAGL_MOUSE","P37804","TAGLN"
"Tagln2","TAGL2_MOUSE","Transgelin-2 OS=Mus musculus OX=10090 GN=Tagln2 PE=1 SV=4",15,13,13,15,13,"TAGL2_MOUSE","TAGL2_MOUSE","Q9WVA4","TAGL2_MOUSE","Transgelin-2 OS=Mus musculus OX=10090 GN=Tagln2 PE=1 SV=4",15,13,13,15,13,"TAGL2_MOUSE","TAGL2_MOUSE","Q9WVA4","TAGLN2"
"Taldo1","A0A1B0GR11_MOUSE","Transaldolase OS=Mus musculus OX=10090 GN=Taldo1 PE=1 SV=1",16,16,16,15,14,"A0A1B0GR11_MOUSE (+1)","A0A1B0GR11_MOUSE","A0A1B0GR11","A0A1B0GR11_MOUSE","Transaldolase OS=Mus musculus OX=10090 GN=Taldo1 PE=1 SV=1",16,16,16,15,14,"A0A1B0GR11_MOUSE (+1)","A0A1B0GR11_MOUSE","A0A1B0GR11","TALDO1"
"Tars","SYTC_MOUSE","Threonine--tRNA ligase, cytoplasmic OS=Mus musculus OX=10090 GN=Tars PE=1 SV=2",8,5,3,6,4,"SYTC_MOUSE","SYTC_MOUSE","Q9D0R2","SYTC_MOUSE","Threonine--tRNA ligase, cytoplasmic OS=Mus musculus OX=10090 GN=Tars PE=1 SV=2",8,5,3,6,4,"SYTC_MOUSE","SYTC_MOUSE","Q9D0R2","TARS1"
"Tbca","A0A1Y7VJ48_MOUSE","Tubulin-specific chaperone A OS=Mus musculus OX=10090 GN=Tbca PE=1 SV=1",4,2,3,2,3,"A0A1Y7VJ48_MOUSE (+1)","A0A1Y7VJ48_MOUSE","A0A1Y7VJ48","A0A1Y7VJ48_MOUSE","Tubulin-specific chaperone A OS=Mus musculus OX=10090 GN=Tbca PE=1 SV=1",4,2,3,2,3,"A0A1Y7VJ48_MOUSE (+1)","A0A1Y7VJ48_MOUSE","A0A1Y7VJ48","TBCA"
"Tcn2","TCO2_MOUSE","Transcobalamin-2 OS=Mus musculus OX=10090 GN=Tcn2 PE=1 SV=1",11,6,8,14,9,"TCO2_MOUSE","TCO2_MOUSE","O88968","TCO2_MOUSE","Transcobalamin-2 OS=Mus musculus OX=10090 GN=Tcn2 PE=1 SV=1",11,6,8,14,9,"TCO2_MOUSE","TCO2_MOUSE","O88968","TCN2"
"Tcp1","TCPA_MOUSE","T-complex protein 1 subunit alpha OS=Mus musculus OX=10090 GN=Tcp1 PE=1 SV=3",16,12,10,11,11,"sp|P11983|TCPA_MOUSE","TCPA_MOUSE","P11983","TCPA_MOUSE","T-complex protein 1 subunit alpha OS=Mus musculus OX=10090 GN=Tcp1 PE=1 SV=3",16,12,10,11,11,"sp|P11983|TCPA_MOUSE","TCPA_MOUSE","P11983","TCP1"
"Tfpi","A2ARA0_MOUSE","Tissue factor pathway inhibitor OS=Mus musculus OX=10090 GN=Tfpi PE=1 SV=1",3,2,2,5,6,"A2ARA0_MOUSE (+1)","A2ARA0_MOUSE","A2ARA0","A2ARA0_MOUSE","Tissue factor pathway inhibitor OS=Mus musculus OX=10090 GN=Tfpi PE=1 SV=1",3,2,2,5,6,"A2ARA0_MOUSE (+1)","A2ARA0_MOUSE","A2ARA0","TFPI"
"Tfpi2","TFPI2_MOUSE","Tissue factor pathway inhibitor 2 OS=Mus musculus OX=10090 GN=Tfpi2 PE=2 SV=1",2,5,0,5,3,"TFPI2_MOUSE","TFPI2_MOUSE","O35536","TFPI2_MOUSE","Tissue factor pathway inhibitor 2 OS=Mus musculus OX=10090 GN=Tfpi2 PE=2 SV=1",2,5,0,5,3,"TFPI2_MOUSE","TFPI2_MOUSE","O35536","TFPI2"
"Tfrc","TFR1_MOUSE","Transferrin receptor protein 1 OS=Mus musculus OX=10090 GN=Tfrc PE=1 SV=1",11,12,5,14,6,"TFR1_MOUSE","TFR1_MOUSE","Q62351","TFR1_MOUSE","Transferrin receptor protein 1 OS=Mus musculus OX=10090 GN=Tfrc PE=1 SV=1",11,12,5,14,6,"TFR1_MOUSE","TFR1_MOUSE","Q62351","TFRC"
"Tgfb2","A0A0A6YXU9_MOUSE","Transforming growth factor beta-2 OS=Mus musculus OX=10090 GN=Tgfb2 PE=1 SV=1",4,2,0,5,2,"A0A0A6YXU9_MOUSE (+1)","A0A0A6YXU9_MOUSE","A0A0A6YXU9","A0A0A6YXU9_MOUSE","Transforming growth factor beta-2 OS=Mus musculus OX=10090 GN=Tgfb2 PE=1 SV=1",4,2,0,5,2,"A0A0A6YXU9_MOUSE (+1)","A0A0A6YXU9_MOUSE","A0A0A6YXU9","TGFB2"
"Tgfbi","BGH3_MOUSE","Transforming growth factor-beta-induced protein ig-h3 OS=Mus musculus OX=10090 GN=Tgfbi PE=1 SV=1",5,6,4,8,6,"BGH3_MOUSE","BGH3_MOUSE","P82198","BGH3_MOUSE","Transforming growth factor-beta-induced protein ig-h3 OS=Mus musculus OX=10090 GN=Tgfbi PE=1 SV=1",5,6,4,8,6,"BGH3_MOUSE","BGH3_MOUSE","P82198","TGFBI"
"Tgm2","TGM2_MOUSE","Protein-glutamine gamma-glutamyltransferase 2 OS=Mus musculus OX=10090 GN=Tgm2 PE=1 SV=4",21,21,14,21,19,"TGM2_MOUSE","TGM2_MOUSE","P21981","TGM2_MOUSE","Protein-glutamine gamma-glutamyltransferase 2 OS=Mus musculus OX=10090 GN=Tgm2 PE=1 SV=4",21,21,14,21,19,"TGM2_MOUSE","TGM2_MOUSE","P21981","TGM2"
"Thbs1","Q80YQ1_MOUSE","Thrombospondin-1 OS=Mus musculus OX=10090 GN=Thbs1 PE=1 SV=1",25,24,21,30,27,"Q80YQ1_MOUSE","Q80YQ1_MOUSE","Q80YQ1","Q80YQ1_MOUSE","Thrombospondin-1 OS=Mus musculus OX=10090 GN=Thbs1 PE=1 SV=1",25,24,21,30,27,"Q80YQ1_MOUSE","Q80YQ1_MOUSE","Q80YQ1","THBS1"
"Thbs2","TSP2_MOUSE","Thrombospondin-2 OS=Mus musculus OX=10090 GN=Thbs2 PE=1 SV=2",24,23,16,28,21,"TSP2_MOUSE","TSP2_MOUSE","Q03350","TSP2_MOUSE","Thrombospondin-2 OS=Mus musculus OX=10090 GN=Thbs2 PE=1 SV=2",24,23,16,28,21,"TSP2_MOUSE","TSP2_MOUSE","Q03350","THBS2"
"Thop1","A0A0R4IZY0_MOUSE","Thimet oligopeptidase OS=Mus musculus OX=10090 GN=Thop1 PE=1 SV=1",13,6,5,9,8,"A0A0R4IZY0_MOUSE (+1)","A0A0R4IZY0_MOUSE","A0A0R4IZY0","A0A0R4IZY0_MOUSE","Thimet oligopeptidase OS=Mus musculus OX=10090 GN=Thop1 PE=1 SV=1",13,6,5,9,8,"A0A0R4IZY0_MOUSE (+1)","A0A0R4IZY0_MOUSE","A0A0R4IZY0","THOP1"
"Timp1","TIMP1_MOUSE","Metalloproteinase inhibitor 1 OS=Mus musculus OX=10090 GN=Timp1 PE=1 SV=2",5,6,5,6,6,"TIMP1_MOUSE","TIMP1_MOUSE","P12032","TIMP1_MOUSE","Metalloproteinase inhibitor 1 OS=Mus musculus OX=10090 GN=Timp1 PE=1 SV=2",5,6,5,6,6,"TIMP1_MOUSE","TIMP1_MOUSE","P12032","TIMP1"
"Timp2","Q6PI17_MOUSE","Metalloproteinase inhibitor 2 OS=Mus musculus OX=10090 GN=Timp2 PE=1 SV=1",9,7,6,9,9,"Q6PI17_MOUSE (+1)","Q6PI17_MOUSE","Q6PI17","Q6PI17_MOUSE","Metalloproteinase inhibitor 2 OS=Mus musculus OX=10090 GN=Timp2 PE=1 SV=1",9,7,6,9,9,"Q6PI17_MOUSE (+1)","Q6PI17_MOUSE","Q6PI17","TIMP2"
"Timp3","TIMP3_MOUSE","Metalloproteinase inhibitor 3 OS=Mus musculus OX=10090 GN=Timp3 PE=1 SV=1",7,4,5,6,6,"TIMP3_MOUSE","TIMP3_MOUSE","P39876","TIMP3_MOUSE","Metalloproteinase inhibitor 3 OS=Mus musculus OX=10090 GN=Timp3 PE=1 SV=1",7,4,5,6,6,"TIMP3_MOUSE","TIMP3_MOUSE","P39876","TIMP3"
"Tinagl1","H3BJ97_MOUSE","Tubulointerstitial nephritis antigen-like OS=Mus musculus OX=10090 GN=Tinagl1 PE=1 SV=1",6,3,5,7,6,"H3BJ97_MOUSE (+1)","H3BJ97_MOUSE","H3BJ97","H3BJ97_MOUSE","Tubulointerstitial nephritis antigen-like OS=Mus musculus OX=10090 GN=Tinagl1 PE=1 SV=1",6,3,5,7,6,"H3BJ97_MOUSE (+1)","H3BJ97_MOUSE","H3BJ97","TINAGL1"
"Tjp1","B9EHJ3_MOUSE","Tight junction protein ZO-1 OS=Mus musculus OX=10090 GN=Tjp1 PE=1 SV=1",7,5,0,5,8,"B9EHJ3_MOUSE (+1)","B9EHJ3_MOUSE","B9EHJ3","B9EHJ3_MOUSE","Tight junction protein ZO-1 OS=Mus musculus OX=10090 GN=Tjp1 PE=1 SV=1",7,5,0,5,8,"B9EHJ3_MOUSE (+1)","B9EHJ3_MOUSE","B9EHJ3","TJP1"
"Tkt","TKT_MOUSE","Transketolase OS=Mus musculus OX=10090 GN=Tkt PE=1 SV=1",27,24,17,24,23,"TKT_MOUSE","TKT_MOUSE","P40142","TKT_MOUSE","Transketolase OS=Mus musculus OX=10090 GN=Tkt PE=1 SV=1",27,24,17,24,23,"TKT_MOUSE","TKT_MOUSE","P40142","TKT"
"Tln1","TLN1_MOUSE","Talin-1 OS=Mus musculus OX=10090 GN=Tln1 PE=1 SV=2",61,43,26,60,55,"TLN1_MOUSE","TLN1_MOUSE","P26039","TLN1_MOUSE","Talin-1 OS=Mus musculus OX=10090 GN=Tln1 PE=1 SV=2",61,43,26,60,55,"TLN1_MOUSE","TLN1_MOUSE","P26039","TLN1"
"Tmod3","TMOD3_MOUSE","Tropomodulin-3 OS=Mus musculus OX=10090 GN=Tmod3 PE=1 SV=1",5,0,2,3,2,"TMOD3_MOUSE","TMOD3_MOUSE","Q9JHJ0","TMOD3_MOUSE","Tropomodulin-3 OS=Mus musculus OX=10090 GN=Tmod3 PE=1 SV=1",5,0,2,3,2,"TMOD3_MOUSE","TMOD3_MOUSE","Q9JHJ0","TMOD3"
"Tmpo","LAP2A_MOUSE","Lamina-associated polypeptide 2, isoforms alpha/zeta OS=Mus musculus OX=10090 GN=Tmpo PE=1 SV=4",3,2,2,3,2,"sp|Q61033|LAP2A_MOUSE","LAP2A_MOUSE","Q61033","LAP2A_MOUSE","Lamina-associated polypeptide 2, isoforms alpha/zeta OS=Mus musculus OX=10090 GN=Tmpo PE=1 SV=4",3,2,2,3,2,"sp|Q61033|LAP2A_MOUSE","LAP2A_MOUSE","Q61033","TMPO"
"Tnc","TENA_MOUSE","Isoform 2 of Tenascin OS=Mus musculus OX=10090 GN=Tnc",45,25,28,44,42,"sp|Q80YX1-2|TENA_MOUSE","TENA_MOUSE","Q80YX1","TENA_MOUSE","Isoform 2 of Tenascin OS=Mus musculus OX=10090 GN=Tnc",45,25,28,44,42,"sp|Q80YX1-2|TENA_MOUSE","TENA_MOUSE","Q80YX1","TNC"
"Tnfrsf11b","TR11B_MOUSE","Tumor necrosis factor receptor superfamily member 11B OS=Mus musculus OX=10090 GN=Tnfrsf11b PE=1 SV=1",5,2,0,3,3,"TR11B_MOUSE","TR11B_MOUSE","O08712","TR11B_MOUSE","Tumor necrosis factor receptor superfamily member 11B OS=Mus musculus OX=10090 GN=Tnfrsf11b PE=1 SV=1",5,2,0,3,3,"TR11B_MOUSE","TR11B_MOUSE","O08712","TNFRSF11B"
"Tnpo1","Q3TKD0_MOUSE","Transportin-1 (Fragment) OS=Mus musculus OX=10090 GN=Tnpo1 PE=1 SV=1",3,2,2,4,4,"Q3TKD0_MOUSE (+2)","Q3TKD0_MOUSE","Q3TKD0","Q3TKD0_MOUSE","Transportin-1 (Fragment) OS=Mus musculus OX=10090 GN=Tnpo1 PE=1 SV=1",3,2,2,4,4,"Q3TKD0_MOUSE (+2)","Q3TKD0_MOUSE","Q3TKD0","TNPO1"
"Top1","TOP1_MOUSE","DNA topoisomerase 1 OS=Mus musculus OX=10090 GN=Top1 PE=1 SV=2",2,2,0,3,3,"TOP1_MOUSE","TOP1_MOUSE","Q04750","TOP1_MOUSE","DNA topoisomerase 1 OS=Mus musculus OX=10090 GN=Top1 PE=1 SV=2",2,2,0,3,3,"TOP1_MOUSE","TOP1_MOUSE","Q04750","TOP1"
"Tpd52l2","A2AUD5_MOUSE","Tumor protein D54 OS=Mus musculus OX=10090 GN=Tpd52l2 PE=1 SV=1",4,2,0,3,5,"A2AUD5_MOUSE (+2)","A2AUD5_MOUSE","A2AUD5","A2AUD5_MOUSE","Tumor protein D54 OS=Mus musculus OX=10090 GN=Tpd52l2 PE=1 SV=1",4,2,0,3,5,"A2AUD5_MOUSE (+2)","A2AUD5_MOUSE","A2AUD5","TPD52L2"
"Tpi1","TPIS_MOUSE","Triosephosphate isomerase OS=Mus musculus OX=10090 GN=Tpi1 PE=1 SV=4",12,12,12,13,12,"TPIS_MOUSE","TPIS_MOUSE","P17751","TPIS_MOUSE","Triosephosphate isomerase OS=Mus musculus OX=10090 GN=Tpi1 PE=1 SV=4",12,12,12,13,12,"TPIS_MOUSE","TPIS_MOUSE","P17751","TPI1"
"Tpm1","Q8BP43_MOUSE","Tropomyosin 1, alpha, isoform CRA_c OS=Mus musculus OX=10090 GN=Tpm1 PE=1 SV=1",4,3,3,2,2,"Q8BP43_MOUSE","Q8BP43_MOUSE","Q8BP43","Q8BP43_MOUSE","Tropomyosin 1, alpha, isoform CRA_c OS=Mus musculus OX=10090 GN=Tpm1 PE=1 SV=1",4,3,3,2,2,"Q8BP43_MOUSE","Q8BP43_MOUSE","Q8BP43","TPM1"
"Tpm2","A2AIM4_MOUSE","Tropomyosin beta chain OS=Mus musculus OX=10090 GN=Tpm2 PE=1 SV=1",4,3,2,2,3,"A2AIM4_MOUSE (+1)","A2AIM4_MOUSE","A2AIM4","A2AIM4_MOUSE","Tropomyosin beta chain OS=Mus musculus OX=10090 GN=Tpm2 PE=1 SV=1",4,3,2,2,3,"A2AIM4_MOUSE (+1)","A2AIM4_MOUSE","A2AIM4","TPM2"
"Tpm3","TPM3_MOUSE","Isoform 2 of Tropomyosin alpha-3 chain OS=Mus musculus OX=10090 GN=Tpm3",15,15,15,16,16,"sp|P21107-2|TPM3_MOUSE","TPM3_MOUSE","P21107","TPM3_MOUSE","Isoform 2 of Tropomyosin alpha-3 chain OS=Mus musculus OX=10090 GN=Tpm3",15,15,15,16,16,"sp|P21107-2|TPM3_MOUSE","TPM3_MOUSE","P21107","TPM3"
"Tpm4","TPM4_MOUSE","Tropomyosin alpha-4 chain OS=Mus musculus OX=10090 GN=Tpm4 PE=1 SV=3",16,15,14,13,15,"TPM4_MOUSE","TPM4_MOUSE","Q6IRU2","TPM4_MOUSE","Tropomyosin alpha-4 chain OS=Mus musculus OX=10090 GN=Tpm4 PE=1 SV=3",16,15,14,13,15,"TPM4_MOUSE","TPM4_MOUSE","Q6IRU2","TPM4"
"Tpp1","TPP1_MOUSE","Tripeptidyl-peptidase 1 OS=Mus musculus OX=10090 GN=Tpp1 PE=1 SV=2",6,4,3,4,5,"TPP1_MOUSE","TPP1_MOUSE","O89023","TPP1_MOUSE","Tripeptidyl-peptidase 1 OS=Mus musculus OX=10090 GN=Tpp1 PE=1 SV=2",6,4,3,4,5,"TPP1_MOUSE","TPP1_MOUSE","O89023","TPP1"
"Tpp2","TPP2_MOUSE","Isoform Short of Tripeptidyl-peptidase 2 OS=Mus musculus OX=10090 GN=Tpp2",13,11,9,22,12,"sp|Q64514-2|TPP2_MOUSE","TPP2_MOUSE","Q64514","TPP2_MOUSE","Isoform Short of Tripeptidyl-peptidase 2 OS=Mus musculus OX=10090 GN=Tpp2",13,11,9,22,12,"sp|Q64514-2|TPP2_MOUSE","TPP2_MOUSE","Q64514","TPP2"
"Tpt1","TCTP_MOUSE","Translationally-controlled tumor protein OS=Mus musculus OX=10090 GN=Tpt1 PE=1 SV=1",9,8,9,9,8,"TCTP_MOUSE","TCTP_MOUSE","P63028","TCTP_MOUSE","Translationally-controlled tumor protein OS=Mus musculus OX=10090 GN=Tpt1 PE=1 SV=1",9,8,9,9,8,"TCTP_MOUSE","TCTP_MOUSE","P63028","TPT1"
"Trim28","TIF1B_MOUSE","Transcription intermediary factor 1-beta OS=Mus musculus OX=10090 GN=Trim28 PE=1 SV=3",3,2,2,2,2,"sp|Q62318|TIF1B_MOUSE","TIF1B_MOUSE","Q62318","TIF1B_MOUSE","Transcription intermediary factor 1-beta OS=Mus musculus OX=10090 GN=Trim28 PE=1 SV=3",3,2,2,2,2,"sp|Q62318|TIF1B_MOUSE","TIF1B_MOUSE","Q62318","TRIM28"
"Trnt1","TRNT1_MOUSE","CCA tRNA nucleotidyltransferase 1, mitochondrial OS=Mus musculus OX=10090 GN=Trnt1 PE=1 SV=1",6,2,0,3,4,"sp|Q8K1J6|TRNT1_MOUSE","TRNT1_MOUSE","Q8K1J6","TRNT1_MOUSE","CCA tRNA nucleotidyltransferase 1, mitochondrial OS=Mus musculus OX=10090 GN=Trnt1 PE=1 SV=1",6,2,0,3,4,"sp|Q8K1J6|TRNT1_MOUSE","TRNT1_MOUSE","Q8K1J6","TRNT1"
"Tsn","TSN_MOUSE","Translin OS=Mus musculus OX=10090 GN=Tsn PE=1 SV=1",6,4,4,4,5,"TSN_MOUSE","TSN_MOUSE","Q62348","TSN_MOUSE","Translin OS=Mus musculus OX=10090 GN=Tsn PE=1 SV=1",6,4,4,4,5,"TSN_MOUSE","TSN_MOUSE","Q62348","TSN"
"Ttll12","TTL12_MOUSE","Tubulin--tyrosine ligase-like protein 12 OS=Mus musculus OX=10090 GN=Ttll12 PE=1 SV=1",2,2,0,2,3,"TTL12_MOUSE","TTL12_MOUSE","Q3UDE2","TTL12_MOUSE","Tubulin--tyrosine ligase-like protein 12 OS=Mus musculus OX=10090 GN=Ttll12 PE=1 SV=1",2,2,0,2,3,"TTL12_MOUSE","TTL12_MOUSE","Q3UDE2","TTLL12"
"Ttr","TTHY_MOUSE","Transthyretin OS=Mus musculus OX=10090 GN=Ttr PE=1 SV=1",5,2,3,5,6,"TTHY_MOUSE","TTHY_MOUSE","P07309","TTHY_MOUSE","Transthyretin OS=Mus musculus OX=10090 GN=Ttr PE=1 SV=1",5,2,3,5,6,"TTHY_MOUSE","TTHY_MOUSE","P07309","TTR"
"Tuba1c","TBA1C_MOUSE","Tubulin alpha-1C chain OS=Mus musculus OX=10090 GN=Tuba1c PE=1 SV=1",16,15,14,15,15,"TBA1C_MOUSE","TBA1C_MOUSE","P68373","TBA1C_MOUSE","Tubulin alpha-1C chain OS=Mus musculus OX=10090 GN=Tuba1c PE=1 SV=1",16,15,14,15,15,"TBA1C_MOUSE","TBA1C_MOUSE","P68373","TUBA1C"
"Tubb4b","TBB4B_MOUSE","Tubulin beta-4B chain OS=Mus musculus OX=10090 GN=Tubb4b PE=1 SV=1",3,2,0,3,2,"TBB4B_MOUSE","TBB4B_MOUSE","P68372","TBB4B_MOUSE","Tubulin beta-4B chain OS=Mus musculus OX=10090 GN=Tubb4b PE=1 SV=1",3,2,0,3,2,"TBB4B_MOUSE","TBB4B_MOUSE","P68372","TUBB4B"
"Tubb5","TBB5_MOUSE","Tubulin beta-5 chain OS=Mus musculus OX=10090 GN=Tubb5 PE=1 SV=1",22,16,18,20,23,"TBB5_MOUSE","TBB5_MOUSE","P99024","TBB5_MOUSE","Tubulin beta-5 chain OS=Mus musculus OX=10090 GN=Tubb5 PE=1 SV=1",22,16,18,20,23,"TBB5_MOUSE","TBB5_MOUSE","P99024","TUBB"
"Twf1","TWF1_MOUSE","Twinfilin-1 OS=Mus musculus OX=10090 GN=Twf1 PE=1 SV=2",6,4,0,4,6,"TWF1_MOUSE","TWF1_MOUSE","Q91YR1","TWF1_MOUSE","Twinfilin-1 OS=Mus musculus OX=10090 GN=Twf1 PE=1 SV=2",6,4,0,4,6,"TWF1_MOUSE","TWF1_MOUSE","Q91YR1","TWF1"
"Txndc12","TXD12_MOUSE","Thioredoxin domain-containing protein 12 OS=Mus musculus OX=10090 GN=Txndc12 PE=1 SV=1",4,2,2,2,3,"TXD12_MOUSE","TXD12_MOUSE","Q9CQU0","TXD12_MOUSE","Thioredoxin domain-containing protein 12 OS=Mus musculus OX=10090 GN=Txndc12 PE=1 SV=1",4,2,2,2,3,"TXD12_MOUSE","TXD12_MOUSE","Q9CQU0","TXNDC12"
"Txndc17","TXD17_MOUSE","Thioredoxin domain-containing protein 17 OS=Mus musculus OX=10090 GN=Txndc17 PE=1 SV=1",3,3,3,4,3,"TXD17_MOUSE","TXD17_MOUSE","Q9CQM5","TXD17_MOUSE","Thioredoxin domain-containing protein 17 OS=Mus musculus OX=10090 GN=Txndc17 PE=1 SV=1",3,3,3,4,3,"TXD17_MOUSE","TXD17_MOUSE","Q9CQM5","TXNDC17"
"Txndc5","E9PXX7_MOUSE","Thioredoxin domain-containing protein 5 OS=Mus musculus OX=10090 GN=Txndc5 PE=1 SV=1",11,9,9,9,12,"E9PXX7_MOUSE (+1)","E9PXX7_MOUSE","E9PXX7","E9PXX7_MOUSE","Thioredoxin domain-containing protein 5 OS=Mus musculus OX=10090 GN=Txndc5 PE=1 SV=1",11,9,9,9,12,"E9PXX7_MOUSE (+1)","E9PXX7_MOUSE","E9PXX7","TXNDC5"
