#,Visible?,Starred?,Identified Proteins (1467),Accession Number,Alternate ID,Molecular Weight,Protein Grouping Ambiguity,Taxonomy,BioSample 1,BioSample 2,BioSample 3,BioSample 4,BioSample 5,MP
1204,TRUE,Empty,Vascular cell adhesion protein 1 OS=Mus musculus OX=10090 GN=Vcam1 PE=1 SV=1,Q3UPN1_MOUSE (+1),,81 kDa,,unknown,2,0,0,0,0,0.4
1357,TRUE,Empty,Isoform 2 of Poly(U)-binding-splicing factor PUF60 OS=Mus musculus OX=10090 GN=Puf60,sp|Q3UEB3-2|PUF60_MOUSE (+2),,59 kDa,,unknown,0,2,0,0,2,0.8
1117,TRUE,Empty,Annexin A6 OS=Mus musculus OX=10090 GN=Anxa6 PE=1 SV=3,ANXA6_MOUSE (+1),,76 kDa,,unknown,2,0,0,0,0,0.4
1358,TRUE,Empty,Isoform 2 of Fibrinogen alpha chain OS=Mus musculus OX=10090 GN=Fga,sp|E9PV24-2|FIBA_MOUSE (+1),,61 kDa,,unknown,0,0,2,0,2,0.8
1139,TRUE,Empty,Lysyl oxidase homolog 3 OS=Mus musculus OX=10090 GN=Loxl3 PE=1 SV=2,LOXL3_MOUSE,,84 kDa,,unknown,2,0,0,2,0,0.8
1359,TRUE,Empty,Cathepsin-6 OS=Mus musculus OX=10090 GN=Cts6 PE=1 SV=1,Q9ET52_MOUSE,,38 kDa,,unknown,0,0,0,3,2,1
1360,TRUE,Empty,CAD protein OS=Mus musculus OX=10090 GN=Cad PE=1 SV=1,E9QAI5_MOUSE (+1),,236 kDa,,unknown,0,0,0,2,2,0.8
1199,TRUE,Empty,"Alkaline phosphatase, tissue-nonspecific isozyme OS=Mus musculus OX=10090 GN=Alpl PE=1 SV=2",PPBT_MOUSE,,58 kDa,,unknown,2,0,0,0,0,0.4
1079,TRUE,Empty,Epididymis-specific alpha-mannosidase OS=Mus musculus OX=10090 GN=Man2b2 PE=1 SV=2,MA2B2_MOUSE,,116 kDa,,unknown,2,0,0,0,3,1
1361,TRUE,Empty,Protein CutA OS=Mus musculus OX=10090 GN=Cuta PE=1 SV=1,D5MCW4_MOUSE (+1),,16 kDa,,unknown,0,2,0,0,0,0.4
1362,TRUE,Empty,Deoxyribose-phosphate aldolase OS=Mus musculus OX=10090 GN=Dera PE=1 SV=1,DEOC_MOUSE,,35 kDa,,unknown,0,0,0,4,0,0.8
962,TRUE,Empty,Isoform 2 of Intercellular adhesion molecule 1 OS=Mus musculus OX=10090 GN=Icam1,sp|P13597-2|ICAM1_MOUSE (+1),,59 kDa,,unknown,3,0,0,2,0,1
1363,TRUE,Empty,NADH-cytochrome b5 reductase OS=Mus musculus OX=10090 GN=Cyb5r3 PE=1 SV=1,F2Z456_MOUSE (+2),,35 kDa,,unknown,0,3,0,0,0,0.6
1364,TRUE,Empty,60S acidic ribosomal protein P1 OS=Mus musculus OX=10090 GN=Rplp1 PE=1 SV=1,RLA1_MOUSE,,11 kDa,,unknown,0,2,0,0,0,0.4
1118,TRUE,Empty,"1-phosphatidylinositol 4,5-bisphosphate phosphodiesterase delta-1 OS=Mus musculus OX=10090 GN=Plcd1 PE=1 SV=2",PLCD1_MOUSE,,86 kDa,,unknown,2,0,0,3,0,1
1365,TRUE,Empty,Olfactomedin-like protein 3 OS=Mus musculus OX=10090 GN=Olfml3 PE=1 SV=1,A0A0R4J086_MOUSE,,46 kDa,,unknown,0,0,0,4,2,1.2
967,TRUE,Empty,26S proteasome regulatory subunit 4 OS=Mus musculus OX=10090 GN=Psmc1 PE=1 SV=1,PRS4_MOUSE,,49 kDa,,unknown,3,0,0,0,0,0.6
1366,TRUE,Empty,Cadherin-11 OS=Mus musculus OX=10090 GN=Cdh11 PE=1 SV=1,CAD11_MOUSE,,88 kDa,,unknown,0,0,0,2,0,0.4
1190,TRUE,Empty,Midkine OS=Mus musculus OX=10090 GN=Mdk PE=2 SV=2,MK_MOUSE,,15 kDa,,unknown,2,0,0,2,0,0.8
1367,TRUE,Empty,COP9 signalosome complex subunit 8 OS=Mus musculus OX=10090 GN=Cops8 PE=1 SV=1,CSN8_MOUSE,,23 kDa,,unknown,0,0,0,2,0,0.4
1195,TRUE,Empty,Selenoprotein F OS=Mus musculus OX=10090 GN=Selenof PE=1 SV=1,A0A0R4J0K1_MOUSE (+1),,18 kDa,,unknown,2,0,0,0,0,0.4
1368,TRUE,Empty,Major prion protein OS=Mus musculus OX=10090 GN=Prnp PE=1 SV=2,PRIO_MOUSE,,28 kDa,,unknown,0,2,0,0,0,0.4
1369,TRUE,Empty,Isoform 2 of Enolase-phosphatase E1 OS=Mus musculus OX=10090 GN=Enoph1,sp|Q8BGB7-2|ENOPH_MOUSE (+1),,25 kDa,,unknown,0,0,2,0,2,0.8
905,TRUE,Empty,Calcium-regulated heat stable protein 1 OS=Mus musculus OX=10090 GN=Carhsp1 PE=1 SV=1,CHSP1_MOUSE,,16 kDa,,unknown,2,0,0,0,0,0.4
1370,TRUE,Empty,40S ribosomal protein S25 OS=Mus musculus OX=10090 GN=Rps25 PE=1 SV=1,A0A1L1SQA8_MOUSE,,10 kDa,,unknown,0,0,0,2,2,0.8
1152,TRUE,Empty,60S ribosomal protein L38 OS=Mus musculus OX=10090 GN=Rpl38 PE=1 SV=3,RL38_MOUSE,,8 kDa,,unknown,3,0,0,0,2,1
1371,TRUE,Empty,Small glutamine-rich tetratricopeptide repeat-containing protein alpha (Fragment) OS=Mus musculus OX=10090 GN=Sgta PE=1 SV=1,A0A1W2P6P1_MOUSE (+2),,23 kDa,,unknown,0,0,0,2,0,0.4
1372,TRUE,Empty,V-type proton ATPase subunit H OS=Mus musculus OX=10090 GN=Atp6v1h PE=1 SV=1,A0A0A6YWP6_MOUSE (+2),,51 kDa,,unknown,0,2,0,0,2,0.8
1373,TRUE,Empty,Protein ABHD14B (Fragment) OS=Mus musculus OX=10090 GN=Abhd14b PE=1 SV=1,A0A087WPF8_MOUSE,,18 kDa,,unknown,0,0,0,0,2,0.4
1006,TRUE,Empty,"N(G),N(G)-dimethylarginine dimethylaminohydrolase 1 OS=Mus musculus OX=10090 GN=Ddah1 PE=1 SV=3",DDAH1_MOUSE,,31 kDa,TRUE,unknown,2,0,0,0,2,0.8
1092,TRUE,Empty,Kallikrein-8 OS=Mus musculus OX=10090 GN=Klk8 PE=1 SV=1,KLK8_MOUSE,,29 kDa,,unknown,2,0,0,0,0,0.4
1164,TRUE,Empty,Complement C1q tumor necrosis factor-related protein 6 OS=Mus musculus OX=10090 GN=C1qtnf6 PE=2 SV=1,C1QT6_MOUSE,,29 kDa,,unknown,2,0,0,0,2,0.8
1374,TRUE,Empty,U2 small nuclear ribonucleoprotein A' OS=Mus musculus OX=10090 GN=Snrpa1 PE=1 SV=2,RU2A_MOUSE,,28 kDa,,unknown,0,0,0,0,2,0.4
1194,TRUE,Empty,"Isoform 2 of NADH dehydrogenase [ubiquinone] flavoprotein 2, mitochondrial OS=Mus musculus OX=10090 GN=Ndufv2",sp|Q9D6J6-2|NDUV2_MOUSE (+1),,17 kDa,,unknown,2,0,0,2,2,1.2
1375,TRUE,Empty,Aminoacyl tRNA synthase complex-interacting multifunctional protein 2 OS=Mus musculus OX=10090 GN=Aimp2 PE=1 SV=2,AIMP2_MOUSE,,35 kDa,,unknown,0,0,0,0,2,0.4
1376,TRUE,Empty,NIF3-like protein 1 OS=Mus musculus OX=10090 GN=Nif3l1 PE=1 SV=4,NIF3L_MOUSE,,42 kDa,,unknown,0,2,0,0,0,0.4
1377,TRUE,Empty,Alpha-hemoglobin-stabilizing protein OS=Mus musculus OX=10090 GN=Ahsp PE=1 SV=1,AHSP_MOUSE,,12 kDa,,unknown,0,3,0,0,0,0.6
1378,TRUE,Empty,116 kDa U5 small nuclear ribonucleoprotein component OS=Mus musculus OX=10090 GN=Eftud2 PE=1 SV=1,A2AH85_MOUSE (+2),,109 kDa,TRUE,unknown,0,3,0,2,0,1
222,TRUE,Empty,"Histocompatibility 2, Q region locus 4 OS=Mus musculus OX=10090 GN=H2-Q4 PE=1 SV=1",Q8HWB2_MOUSE,,40 kDa,TRUE,unknown,2,0,0,2,2,1.2
1135,TRUE,Empty,Fibrinogen gamma chain OS=Mus musculus OX=10090 GN=Fgg PE=1 SV=1,FIBG_MOUSE (+1),,49 kDa,,unknown,2,0,0,2,2,1.2
1162,TRUE,Empty,Coatomer subunit zeta-1 OS=Mus musculus OX=10090 GN=Copz1 PE=1 SV=1,COPZ1_MOUSE,,20 kDa,,unknown,2,0,0,3,2,1.4
1179,TRUE,Empty,Luc7l2 protein OS=Mus musculus OX=10090 GN=Luc7l2 PE=1 SV=1,Q05CX5_MOUSE (+2),,41 kDa,TRUE,unknown,2,2,0,0,0,0.8
1379,TRUE,Empty,Interferon-induced transmembrane protein 3 OS=Mus musculus OX=10090 GN=Ifitm3 PE=1 SV=1,IFM3_MOUSE,,15 kDa,,unknown,0,0,0,3,2,1
1380,TRUE,Empty,Neogenin OS=Mus musculus OX=10090 GN=Neo1 PE=1 SV=1,Q7TQG5_MOUSE,,160 kDa,,unknown,0,0,0,2,0,0.4
894,TRUE,Empty,Cadherin-3 OS=Mus musculus OX=10090 GN=Cdh3 PE=1 SV=2,CADH3_MOUSE,,91 kDa,,unknown,2,0,0,2,0,0.8
1156,TRUE,Empty,Four and a half LIM domains protein 2 OS=Mus musculus OX=10090 GN=Fhl2 PE=1 SV=1,FHL2_MOUSE,,32 kDa,,unknown,2,0,0,2,0,0.8
1173,TRUE,Empty,Peptidyl-prolyl cis-trans isomerase (Fragment) OS=Mus musculus OX=10090 GN=Ppih PE=1 SV=1,A2BGI8_MOUSE (+1),,17 kDa,,unknown,2,0,0,3,0,1
970,TRUE,Empty,Platelet-derived growth factor receptor alpha OS=Mus musculus OX=10090 GN=Pdgfra PE=1 SV=3,sp|P26618|PGFRA_MOUSE,,123 kDa,TRUE,unknown,2,0,0,2,0,0.8
1381,TRUE,Empty,Isoform 2 of Programmed cell death protein 6 OS=Mus musculus OX=10090 GN=Pdcd6,sp|P12815-2|PDCD6_MOUSE (+1),,22 kDa,,unknown,0,0,0,2,2,0.8
1382,TRUE,Empty,Glutathione peroxidase OS=Mus musculus OX=10090 GN=Gpx4 PE=1 SV=1,S4R1E5_MOUSE (+3),,18 kDa,,unknown,0,2,0,2,0,0.8
1203,TRUE,Empty,DnaJ homolog subfamily A member 2 OS=Mus musculus OX=10090 GN=Dnaja2 PE=1 SV=1,DNJA2_MOUSE,,46 kDa,,unknown,2,0,0,0,0,0.4
225,TRUE,Empty,Purine nucleoside phosphorylase OS=Mus musculus OX=10090 GN=Pnp2 PE=1 SV=1,Q9D8C9_MOUSE,,34 kDa,TRUE,unknown,3,0,2,0,0,1
1383,TRUE,Empty,60S ribosomal protein L17 OS=Mus musculus OX=10090 GN=Rpl17 PE=1 SV=1,Q6ZWZ7_MOUSE (+1),,21 kDa,,unknown,0,0,0,0,2,0.4
1384,TRUE,Empty,Matrilin-2 OS=Mus musculus OX=10090 GN=Matn2 PE=1 SV=1,A0A0A0MQM7_MOUSE,,107 kDa,,unknown,0,0,0,2,0,0.4
979,TRUE,Empty,Protein NipSnap homolog 3B OS=Mus musculus OX=10090 GN=Nipsnap3b PE=1 SV=1,NPS3B_MOUSE,,28 kDa,,unknown,3,0,0,0,0,0.6
1385,TRUE,Empty,"Ubiquitin-fold modifier conjugating enzyme 1, isoform CRA_c OS=Mus musculus OX=10090 GN=Ufc1 PE=1 SV=1",M0QWS4_MOUSE (+1),,11 kDa,,unknown,0,0,0,2,3,1
1386,TRUE,Empty,Sorting nexin-6 OS=Mus musculus OX=10090 GN=Snx6 PE=1 SV=2,SNX6_MOUSE,,47 kDa,TRUE,unknown,0,0,0,0,2,0.4
1101,TRUE,Empty,Cysteine and histidine-rich domain-containing protein 1 OS=Mus musculus OX=10090 GN=Chordc1 PE=1 SV=1,CHRD1_MOUSE,,37 kDa,,unknown,3,0,0,2,0,1
1387,TRUE,Empty,Eukaryotic translation initiation factor 3 subunit M OS=Mus musculus OX=10090 GN=Eif3m PE=1 SV=1,EIF3M_MOUSE,,43 kDa,,unknown,0,3,0,0,0,0.6
1388,TRUE,Empty,"Complement component 1 Q subcomponent-binding protein, mitochondrial OS=Mus musculus OX=10090 GN=C1qbp PE=1 SV=1",C1QBP_MOUSE (+1),,31 kDa,,unknown,0,0,0,0,2,0.4
1389,TRUE,Empty,Coiled-coil domain-containing protein 80 OS=Mus musculus OX=10090 GN=Ccdc80 PE=1 SV=2,CCD80_MOUSE,,108 kDa,,unknown,0,0,0,3,0,0.6
1390,TRUE,Empty,Dynein light chain roadblock OS=Mus musculus OX=10090 GN=Dynlrb1 PE=1 SV=1,A2AVR9_MOUSE (+1),,12 kDa,,unknown,0,2,0,0,0,0.4
1090,TRUE,Empty,Group XV phospholipase A2 OS=Mus musculus OX=10090 GN=Pla2g15 PE=1 SV=1,PAG15_MOUSE,,47 kDa,,unknown,2,0,0,0,0,0.4
1391,TRUE,Empty,NHP2-like protein 1 OS=Mus musculus OX=10090 GN=Snu13 PE=1 SV=4,NH2L1_MOUSE,,14 kDa,,unknown,0,0,2,0,0,0.4
1165,TRUE,Empty,Metallothionein-2 OS=Mus musculus OX=10090 GN=Mt2 PE=1 SV=2,MT2_MOUSE,,6 kDa,,unknown,2,0,0,2,0,0.8
201,TRUE,Empty,Tubulin beta-2A chain OS=Mus musculus OX=10090 GN=Tubb2a PE=1 SV=1,TBB2A_MOUSE,,50 kDa,TRUE,unknown,2,0,0,2,0,0.8
1182,TRUE,Empty,Adaptin ear-binding coat-associated protein 2 (Fragment) OS=Mus musculus OX=10090 GN=Necap2 PE=1 SV=1,F6RCM5_MOUSE (+1),,9 kDa,,unknown,2,0,0,2,0,0.8
1392,TRUE,Empty,Transmembrane protein 106B OS=Mus musculus OX=10090 GN=Tmem106b PE=1 SV=1,T106B_MOUSE,,31 kDa,,unknown,0,0,0,2,0,0.4
1187,TRUE,Empty,Epidermal growth factor receptor kinase substrate 8-like protein 2 OS=Mus musculus OX=10090 GN=Eps8l2 PE=1 SV=1,sp|Q99K30|ES8L2_MOUSE,,82 kDa,,unknown,2,0,0,0,2,0.8
1393,TRUE,Empty,Aquaporin-1 OS=Mus musculus OX=10090 GN=Aqp1 PE=1 SV=3,AQP1_MOUSE,,29 kDa,,unknown,0,0,2,0,0,0.4
1394,TRUE,Empty,Protein phosphatase 1G OS=Mus musculus OX=10090 GN=Ppm1g PE=1 SV=1,A0A0J9YVG0_MOUSE (+1),,48 kDa,,unknown,0,0,0,0,2,0.4
1065,TRUE,Empty,Endothelial cell-selective adhesion molecule (Fragment) OS=Mus musculus OX=10090 GN=Esam PE=1 SV=1,D3Z5Y0_MOUSE (+1),,27 kDa,,unknown,2,0,0,2,0,0.8
1395,TRUE,Empty,Fractalkine OS=Mus musculus OX=10090 GN=Cx3cl1 PE=1 SV=3,X3CL1_MOUSE,,42 kDa,,unknown,0,0,0,2,0,0.4
1186,TRUE,Empty,"Ribosomal protein L9, pseudogene 6 OS=Mus musculus OX=10090 GN=Rpl9-ps6 PE=4 SV=1",A0A140T8T4_MOUSE (+1),,22 kDa,,unknown,2,0,0,0,0,0.4
1396,TRUE,Empty,Cytosolic purine 5'-nucleotidase OS=Mus musculus OX=10090 GN=Nt5c2 PE=1 SV=1,E9Q9M1_MOUSE (+1),,68 kDa,,unknown,0,0,0,2,0,0.4
1397,TRUE,Empty,ADP-ribosylation factor GTPase-activating protein 1 OS=Mus musculus OX=10090 GN=Arfgap1 PE=1 SV=1,Q3TGS9_MOUSE (+4),,43 kDa,,unknown,0,0,0,2,0,0.4
1013,TRUE,Empty,Phospholipase D3 OS=Mus musculus OX=10090 GN=Pld3 PE=1 SV=1,PLD3_MOUSE,,54 kDa,,unknown,3,0,0,2,0,1
1398,TRUE,Empty,Importin subunit alpha-4 OS=Mus musculus OX=10090 GN=Kpna3 PE=1 SV=1,IMA4_MOUSE,,58 kDa,TRUE,unknown,0,0,0,2,0,0.4
1110,TRUE,Empty,Isoform 2 of Tetratricopeptide repeat protein 38 OS=Mus musculus OX=10090 GN=Ttc38,sp|A3KMP2-2|TTC38_MOUSE,,32 kDa,,unknown,2,0,0,2,0,0.8
1399,TRUE,Empty,Regulation of nuclear pre-mRNA domain-containing protein 1B OS=Mus musculus OX=10090 GN=Rprd1b PE=1 SV=1,A0A0R4J195_MOUSE (+2),,37 kDa,,unknown,0,2,0,2,0,0.8
1400,TRUE,Empty,40S ribosomal protein S24 OS=Mus musculus OX=10090 GN=Rps24 PE=1 SV=1,A0A286YEB7_MOUSE,,14 kDa,,unknown,0,2,0,0,0,0.4
1136,TRUE,Empty,"Selenide, water dikinase 1 OS=Mus musculus OX=10090 GN=Sephs1 PE=1 SV=1",SPS1_MOUSE,,43 kDa,,unknown,3,0,0,0,2,1
1129,TRUE,Empty,V-type proton ATPase subunit D OS=Mus musculus OX=10090 GN=Atp6v1d PE=1 SV=1,VATD_MOUSE,,28 kDa,,unknown,3,0,0,0,0,0.6
1401,TRUE,Empty,Amine oxidase (Fragment) OS=Mus musculus OX=10090 GN=Aoc3 PE=1 SV=1,A2A4I8_MOUSE (+4),,53 kDa,,unknown,0,2,0,0,0,0.4
1402,TRUE,Empty,Interferon-induced 35 kDa protein homolog OS=Mus musculus OX=10090 GN=Ifi35 PE=1 SV=3,IN35_MOUSE,,32 kDa,,unknown,0,0,0,2,2,0.8
1403,TRUE,Empty,"Ribosomal protein L7A, pseudogene 5 OS=Mus musculus OX=10090 GN=Rpl7a-ps5 PE=4 SV=1",A0A140T8L3_MOUSE,,30 kDa,,unknown,0,0,0,2,0,0.4
1404,TRUE,Empty,Syntaxin-7 OS=Mus musculus OX=10090 GN=Stx7 PE=1 SV=1,Q8BH40_MOUSE,,30 kDa,,unknown,0,0,0,0,3,0.6
1111,TRUE,Empty,Ras-related protein R-Ras2 OS=Mus musculus OX=10090 GN=Rras2 PE=1 SV=1,RRAS2_MOUSE,,23 kDa,,unknown,2,0,0,0,0,0.4
1126,TRUE,Empty,Poly(ADP-ribose) glycohydrolase ARH3 OS=Mus musculus OX=10090 GN=Adprhl2 PE=1 SV=1,sp|Q8CG72|ARHL2_MOUSE,,39 kDa,,unknown,2,0,0,0,0,0.4
1148,TRUE,Empty,Vitronectin OS=Mus musculus OX=10090 GN=Vtn PE=1 SV=2,VTNC_MOUSE,,55 kDa,,unknown,2,0,0,0,0,0.4
1405,TRUE,Empty,Eukaryotic translation initiation factor 3 subunit D OS=Mus musculus OX=10090 GN=Eif3d PE=1 SV=2,EIF3D_MOUSE,,64 kDa,,unknown,0,0,0,0,2,0.4
1406,TRUE,Empty,Endoribonuclease LACTB2 OS=Mus musculus OX=10090 GN=Lactb2 PE=1 SV=1,LACB2_MOUSE,,33 kDa,,unknown,0,0,0,2,0,0.4
1094,TRUE,Empty,cAMP-dependent protein kinase type I-alpha regulatory subunit OS=Mus musculus OX=10090 GN=Prkar1a PE=1 SV=3,KAP0_MOUSE,,43 kDa,,unknown,2,0,0,0,0,0.4
1407,TRUE,Empty,Rab proteins geranylgeranyltransferase component A 1 OS=Mus musculus OX=10090 GN=Chm PE=1 SV=1,A2AD03_MOUSE,,74 kDa,,unknown,0,0,0,2,2,0.8
1408,TRUE,Empty,Arsenite methyltransferase OS=Mus musculus OX=10090 GN=As3mt PE=1 SV=2,AS3MT_MOUSE,,42 kDa,,unknown,0,0,0,2,0,0.4
1172,TRUE,Empty,Caveolae-associated protein 2 OS=Mus musculus OX=10090 GN=Cavin2 PE=1 SV=3,CAVN2_MOUSE,,47 kDa,,unknown,2,0,0,0,0,0.4
922,TRUE,Empty,Growth/differentiation factor 2 OS=Mus musculus OX=10090 GN=Gdf2 PE=1 SV=2,GDF2_MOUSE,,48 kDa,,unknown,2,0,0,0,0,0.4
1409,TRUE,Empty,Fructose-bisphosphate aldolase B OS=Mus musculus OX=10090 GN=Aldob PE=1 SV=3,ALDOB_MOUSE,,40 kDa,TRUE,unknown,0,0,0,0,3,0.6
1202,TRUE,Empty,Mortality factor 4-like protein 2 (Fragment) OS=Mus musculus OX=10090 GN=Morf4l2 PE=1 SV=1,A2AEB3_MOUSE (+2),,24 kDa,,unknown,2,0,0,0,0,0.4
1410,TRUE,Empty,Coagulation factor V OS=Mus musculus OX=10090 GN=F5 PE=1 SV=1,FA5_MOUSE,,247 kDa,,unknown,0,0,0,2,0,0.4
1201,TRUE,Empty,Isoform 2 of CAP-Gly domain-containing linker protein 2 OS=Mus musculus OX=10090 GN=Clip2,sp|Q9Z0H8-2|CLIP2_MOUSE (+1),,112 kDa,,unknown,2,0,0,0,0,0.4
1197,TRUE,Empty,Protein FAM3C OS=Mus musculus OX=10090 GN=Fam3c PE=1 SV=1,FAM3C_MOUSE (+2),,25 kDa,,unknown,2,0,0,0,0,0.4
955,TRUE,Empty,Alpha-mannosidase 2C1 OS=Mus musculus OX=10090 GN=Man2c1 PE=1 SV=1,E9PZ88_MOUSE (+2),,105 kDa,,unknown,2,0,0,0,0,0.4
1411,TRUE,Empty,Cornifin-A OS=Mus musculus OX=10090 GN=Sprr1a PE=1 SV=1,SPR1A_MOUSE,,16 kDa,,unknown,0,0,0,2,0,0.4
1064,TRUE,Empty,Follistatin OS=Mus musculus OX=10090 GN=Fst PE=1 SV=1,A0A0R4J026_MOUSE (+2),,38 kDa,,unknown,2,0,0,2,0,0.8
1026,TRUE,Empty,Diphosphoinositol polyphosphate phosphohydrolase 1 OS=Mus musculus OX=10090 GN=Nudt3 PE=1 SV=1,H3BLR8_MOUSE (+2),,14 kDa,,unknown,2,0,0,2,0,0.8
1189,TRUE,Empty,2-iminobutanoate/2-iminopropanoate deaminase OS=Mus musculus OX=10090 GN=Rida PE=1 SV=3,RIDA_MOUSE,,14 kDa,,unknown,2,0,0,0,2,0.8
1412,TRUE,Empty,Tissue alpha-L-fucosidase OS=Mus musculus OX=10090 GN=Fuca1 PE=1 SV=1,FUCO_MOUSE,,52 kDa,,unknown,0,0,0,2,0,0.4
1413,TRUE,Empty,Inactive serine protease 35 OS=Mus musculus OX=10090 GN=Prss35 PE=2 SV=1,PRS35_MOUSE,,46 kDa,,unknown,0,0,0,2,0,0.4
1414,TRUE,Empty,Methylthioribulose-1-phosphate dehydratase OS=Mus musculus OX=10090 GN=Apip PE=1 SV=1,MTNB_MOUSE,,27 kDa,,unknown,0,0,0,0,2,0.4
1415,TRUE,Empty,Aminoacylase-1 OS=Mus musculus OX=10090 GN=Acy1 PE=1 SV=1,A0A0R4J050_MOUSE (+2),,46 kDa,,unknown,0,0,2,0,0,0.4
1416,TRUE,Empty,PEST proteolytic signal-containing nuclear protein OS=Mus musculus OX=10090 GN=Pcnp PE=1 SV=1,PCNP_MOUSE (+1),,19 kDa,,unknown,0,2,0,0,0,0.4
1417,TRUE,Empty,Isoform 2 of Di-N-acetylchitobiase OS=Mus musculus OX=10090 GN=Ctbs,sp|Q8R242-2|DIAC_MOUSE (+1),,35 kDa,,unknown,0,0,0,3,0,0.6
1177,TRUE,Empty,Lactosylceramide 4-alpha-galactosyltransferase OS=Mus musculus OX=10090 GN=A4galt PE=2 SV=1,A4GAT_MOUSE,,41 kDa,,unknown,2,0,0,0,0,0.4
1418,TRUE,Empty,"Oligoribonuclease, mitochondrial OS=Mus musculus OX=10090 GN=Rexo2 PE=1 SV=2",ORN_MOUSE,,27 kDa,,unknown,0,0,0,3,0,0.6
801,TRUE,Empty,OX-2 membrane glycoprotein OS=Mus musculus OX=10090 GN=Cd200 PE=1 SV=1,sp|O54901|OX2G_MOUSE-DECOY (+1),,?,,unknown,2,0,0,0,0,0.4
1419,TRUE,Empty,Golgi membrane protein 1 OS=Mus musculus OX=10090 GN=Golm1 PE=1 SV=2,GOLM1_MOUSE,,44 kDa,,unknown,0,0,0,0,2,0.4
1420,TRUE,Empty,Pterin-4-alpha-carbinolamine dehydratase OS=Mus musculus OX=10090 GN=Pcbd1 PE=1 SV=2,PHS_MOUSE,,12 kDa,,unknown,0,0,0,0,2,0.4
1421,TRUE,Empty,Mast cell protease-11 OS=Mus musculus OX=10090 GN=Prss34 PE=1 SV=1,Q80UR4_MOUSE,,35 kDa,,unknown,0,0,2,0,0,0.4
1422,TRUE,Empty,Granzyme E OS=Mus musculus OX=10090 GN=Gzme PE=1 SV=1,GRAE_MOUSE,,27 kDa,TRUE,unknown,0,0,0,2,3,1
1423,TRUE,Empty,Secreted phosphoprotein 24 OS=Mus musculus OX=10090 GN=Spp2 PE=1 SV=2,SPP24_MOUSE,,23 kDa,,unknown,0,0,0,2,2,0.8
1424,TRUE,Empty,MOB-like protein phocein OS=Mus musculus OX=10090 GN=Mob4 PE=1 SV=1,PHOCN_MOUSE,,26 kDa,,unknown,0,0,0,2,0,0.4
1425,TRUE,Empty,Isoform 2 of Microsomal triglyceride transfer protein large subunit OS=Mus musculus OX=10090 GN=Mttp,sp|O08601-2|MTP_MOUSE (+1),,101 kDa,,unknown,0,0,0,0,2,0.4
1161,TRUE,Empty,Sulfatase-modifying factor 2 OS=Mus musculus OX=10090 GN=Sumf2 PE=1 SV=2,SUMF2_MOUSE,,35 kDa,,unknown,2,0,0,0,0,0.4
1426,TRUE,Empty,Paralemmin A kinase anchor protein (Fragment) OS=Mus musculus OX=10090 GN=Pakap PE=1 SV=1,F7AA26_MOUSE,,126 kDa,,unknown,0,2,0,0,0,0.4
1427,TRUE,Empty,Toll-interacting protein OS=Mus musculus OX=10090 GN=Tollip PE=1 SV=1,TOLIP_MOUSE,,30 kDa,,unknown,0,2,0,0,0,0.4
971,TRUE,Empty,45 kDa calcium-binding protein OS=Mus musculus OX=10090 GN=Sdf4 PE=1 SV=1,CAB45_MOUSE,,42 kDa,,unknown,2,0,0,0,0,0.4
1428,TRUE,Empty,Isoform 2 of Alpha-synuclein OS=Mus musculus OX=10090 GN=Snca,sp|O55042-2|SYUA_MOUSE (+1),,12 kDa,,unknown,0,4,0,0,0,0.8
1429,TRUE,Empty,Selenocysteine lyase OS=Mus musculus OX=10090 GN=Scly PE=1 SV=1,A0A0R4J069_MOUSE (+3),,47 kDa,,unknown,0,0,0,0,2,0.4
1430,TRUE,Empty,Exostosin-2 OS=Mus musculus OX=10090 GN=Ext2 PE=1 SV=2,EXT2_MOUSE,,82 kDa,,unknown,0,0,0,2,0,0.4
1431,TRUE,Empty,D-3-phosphoglycerate dehydrogenase (Fragment) OS=Mus musculus OX=10090 GN=Phgdh PE=1 SV=1,F6ZSB7_MOUSE (+1),,16 kDa,,unknown,0,0,0,2,0,0.4
1432,TRUE,Empty,Caspase-6 OS=Mus musculus OX=10090 GN=Casp6 PE=1 SV=1,CASP6_MOUSE,,32 kDa,,unknown,0,0,0,0,2,0.4
1433,TRUE,Empty,40S ribosomal protein S14 OS=Mus musculus OX=10090 GN=Rps14 PE=1 SV=3,RS14_MOUSE,,16 kDa,,unknown,0,2,0,0,0,0.4
1434,TRUE,Empty,Acid phosphatase type 7 OS=Mus musculus OX=10090 GN=Acp7 PE=2 SV=2,ACP7_MOUSE (+1),,51 kDa,,unknown,0,0,0,2,0,0.4
1435,TRUE,Empty,"Isoform 2 of N-alpha-acetyltransferase 25, NatB auxiliary subunit OS=Mus musculus OX=10090 GN=Naa25",sp|Q8BWZ3-2|NAA25_MOUSE (+1),,108 kDa,,unknown,0,0,0,2,0,0.4
1436,TRUE,Empty,Dehydrogenase/reductase SDR family member 11 OS=Mus musculus OX=10090 GN=Dhrs11 PE=1 SV=1,DHR11_MOUSE,,28 kDa,,unknown,0,2,0,0,0,0.4
1114,TRUE,Empty,"1,4-alpha-glucan-branching enzyme OS=Mus musculus OX=10090 GN=Gbe1 PE=1 SV=2",F6ZHD8_MOUSE (+1),,80 kDa,,unknown,2,0,0,0,0,0.4
